date,rating,role,location,title,body,pros,cons,work_life_balance,pay_and_benefits,job_security,management,culture
2024년 11월 27일,5,Manager (전 직원),Los angeles,Best work itw,"Very good place, enjoyable and you go to work happy, the coworkers are nice and the place of work is very friendly and confort, the directors are always disponible for help the others",,,,,,,
2024년 11월 27일,1,Respite Care Provider (전 직원),"Paris, TN",bien,"bonne journée de travail, mais pas assez d'avantages sur l'achat des produits. le travail durant les week-ed est long et pénible, ce n'est pas bin",,,,,,,
2024년 11월 26일,5,Field Design Engineer (전 직원),"Cupertino, CA",best company to work at,"Apple puts a strong emphasis on professional development, and it’s clear that they want their employees to thrive. From leadership training to access to educational resources, the company invests in its people. Whether you’re working in design, engineering, or retail, Apple encourages employees to continuously learn, grow, and evolve in their roles. This is a company that actively supports career progression, helping employees advance both within their teams and across the organization.",,,,,,,
2024년 11월 26일,4,Intern (전 직원),"Irvine, CA",Fast paced learning envirnoment,"Working at Apple is fast-paced and demanding but rewarding. You’re expected to adapt quickly, solve problems efficiently, and collaborate with a diverse team. The focus is on delivering high-quality results, whether you’re in engineering, retail, or operations. The work culture emphasizes attention to detail and constant improvement. While the workload can be intense, the company provides opportunities to grow and learn, with access to cutting-edge tools and resources. Communication and teamwork are key, and success often depends on navigating challenges effectively. Overall, Apple is a place for those who thrive under pressure and enjoy tackling complex projects in a dynamic environment.",,,,,,,
2024년 11월 25일,4,Technical Specialist (현 직원),"London, Greater London",was good before Covid,"Was a fun job however since Covid the business has changed.

More about making money and metrics.

They have taken the fun out of the job.

All is not bad though, decent pay and benefits.",,,,,,,
2024년 11월 23일,5,Associate (전 직원),"New York, NY",great,great place nice peope and always a good atmosphere to see fun people who are from all over the world you should defitinetly check this store out if you havent,,,,,,,
2024년 11월 23일,5,Software Developer (현 직원),New Jersey,At Roblox,"At Roblox, we’re building the tools and platform that empower our community to bring any experience that they can imagine to life. Our vision is to reimagine the way people come together, from anywhere in the world, and on any device. We’re on a mission to connect a billion people with optimism and civility, and looking for amazing talent to help us get there.",,,,,,,
2024년 11월 22일,5,Store Leader (현 직원),California,Working here is rewarding if you're willing to put in the effort.,"The benefits and compensation are excellent and competitive compared to other retail companies. The work is exciting, with new products and services launching every year, which keeps things fresh and innovative. Additionally, the company genuinely prioritizes the environment, the community, and its people, which makes it feel meaningful to be part of the team.

That said, the workload as a Store Leader can be demanding. Expect to work 50-60 hours a week, and as a salaried employee, you’re essentially on call 24/7.","Culture, People","Work/Life Balance, Lack of accountability with Senior Management",,,,,
2024년 11월 21일,5,Technical Specialist (전 직원),"New York, NY",Great benefits and pay,Amazing that I had benefits here given that I was part-time. I loved being able to receive a certification and help clients. Wonderful work environment.,,,,,,,
2024년 11월 20일,4,Sales Associate/Cashier (전 직원),"Boulder, CO",Productive and fun workplace,"Really nice workplace, but the environment and job was way too stressful for a retail job and what its supposed to be. The pay could be increased a little but overall it is really good.",,,,,,,
